title,author,date,views,likes,link
Why incompetent people think they're amazing,David Dunning,November 2017,9400000,283000,https://ted.com/talks/david_dunning_why_incompetent_people_think_they_re_amazing
The case for reforming STEM education,Amara Berry,September 2017,17000,532,https://ted.com/talks/amara_berry_the_case_for_reforming_stem_education
This is what it's really like to live with ADHD,Jessica McCabe,July 2017,4300000,129000,https://ted.com/talks/jessica_mccabe_this_is_what_it_s_really_like_to_live_with_adhd_jan_2017
Why wildfires have gotten worse — and what we can do about it,Paul Hessburg,May 2017,1400000,42000,https://ted.com/talks/paul_hessburg_why_wildfires_have_gotten_worse_and_what_we_can_do_about_it
Why women stay silent after sexual assault,Inés Hercovich,September 2015,653000,19000,https://ted.com/talks/ines_hercovich_why_women_stay_silent_after_sexual_assault
For the love of birds,Washington Wachira,August 2017,1100000,33000,https://ted.com/talks/washington_wachira_for_the_love_of_birds
How we can end sexual harassment at work,Gretchen Carlson,November 2017,1700000,51000,https://ted.com/talks/gretchen_carlson_how_we_can_end_sexual_harassment_at_work
The global learning crisis — and what to do about it,Amel Karboul,October 2017,1700000,51000,https://ted.com/talks/amel_karboul_the_global_learning_crisis_and_what_to_do_about_it
The surprisingly charming science of your gut,Giulia Enders,May 2017,4800000,146000,https://ted.com/talks/giulia_enders_the_surprisingly_charming_science_of_your_gut
Sci-fi stories that imagine a future Africa,Nnedi Okorafor,August 2017,1100000,33000,https://ted.com/talks/nnedi_okorafor_sci_fi_stories_that_imagine_a_future_africa
How to win at evolution and survive a mass extinction,Lauren Sallan,April 2017,1200000,37000,https://ted.com/talks/lauren_sallan_how_to_win_at_evolution_and_survive_a_mass_extinction
Can we stop climate change by removing CO2 from the air?,Tim Kruger,April 2017,1600000,49000,https://ted.com/talks/tim_kruger_can_we_stop_climate_change_by_removing_co2_from_the_air
The future of storytelling,Shonda Rhimes and Cyndi Stivers,April 2017,1300000,40000,https://ted.com/talks/shonda_rhimes_and_cyndi_stivers_the_future_of_storytelling
We're building a dystopia just to make people click on ads,Zeynep Tufekci,September 2017,3200000,98000,https://ted.com/talks/zeynep_tufekci_we_re_building_a_dystopia_just_to_make_people_click_on_ads
The awful logic of land mines — and an app that helps people avoid them,Carlos Bautista,June 2017,1000000,30000,https://ted.com/talks/carlos_bautista_the_awful_logic_of_land_mines_and_an_app_that_helps_people_avoid_them
How we'll earn money in a future without jobs,Martin Ford,April 2017,3300000,101000,https://ted.com/talks/martin_ford_how_we_ll_earn_money_in_a_future_without_jobs
How diversity makes teams more innovative,Rocío Lorenzo,October 2017,1900000,59000,https://ted.com/talks/rocio_lorenzo_how_diversity_makes_teams_more_innovative
Why I risked my life to expose a government massacre,Anjan Sundaram,April 2017,1000000,32000,https://ted.com/talks/anjan_sundaram_why_i_risked_my_life_to_expose_a_government_massacre
What it's like to be a woman in Hollywood,Naomi McDougall Jones,November 2016,1100000,35000,https://ted.com/talks/naomi_mcdougall_jones_what_it_s_like_to_be_a_woman_in_hollywood
A pro wrestler's guide to confidence,Mike Kinney,July 2017,1400000,44000,https://ted.com/talks/mike_kinney_a_pro_wrestler_s_guide_to_confidence
The powerful stories that shaped Africa,Gus Casely-Hayford,August 2017,1200000,38000,https://ted.com/talks/gus_casely_hayford_the_powerful_stories_that_shaped_africa
A human-robot dance duet,Huang Yi & KUKA,April 2017,508000,15000,https://ted.com/talks/huang_yi_kuka_a_human_robot_dance_duet
"A precise, three-word address for every place on earth",Chris Sheldrick,August 2017,1500000,47000,https://ted.com/talks/chris_sheldrick_a_precise_three_word_address_for_every_place_on_earth
Portraits that transform people into whatever they want to be,Uldus Bakhtiozina,April 2017,1000000,30000,https://ted.com/talks/uldus_bakhtiozina_portraits_that_transform_people_into_whatever_they_want_to_be
The new age of corporate monopolies,Margrethe Vestager,September 2017,1600000,49000,https://ted.com/talks/margrethe_vestager_the_new_age_of_corporate_monopolies
We can hack our immune cells to fight cancer,Elizabeth Wayne,April 2017,1500000,45000,https://ted.com/talks/elizabeth_wayne_we_can_hack_our_immune_cells_to_fight_cancer
What's hidden under the Greenland ice sheet?,Kristin Poinar,April 2017,4900000,147000,https://ted.com/talks/kristin_poinar_what_s_hidden_under_the_greenland_ice_sheet
How I became an entrepreneur at 66,Paul Tasner,June 2017,2400000,72000,https://ted.com/talks/paul_tasner_how_i_became_an_entrepreneur_at_66
The revolutionary power of diverse thought,Elif Shafak,September 2017,6000000,181000,https://ted.com/talks/elif_shafak_the_revolutionary_power_of_diverse_thought
3 fears about screen time for kids — and why they're not true,Sara DeWitt,April 2017,1800000,54000,https://ted.com/talks/sara_dewitt_3_fears_about_screen_time_for_kids_and_why_they_re_not_true
Why jobs of the future won't feel like work,David Lee,July 2017,2000000,60000,https://ted.com/talks/david_lee_why_jobs_of_the_future_won_t_feel_like_work
The forgotten art of the zoetrope,Eric Dyer,November 2016,1100000,34000,https://ted.com/talks/eric_dyer_the_forgotten_art_of_the_zoetrope
Electrical experiments with plants that count and communicate,Greg Gage,April 2017,4200000,128000,https://ted.com/talks/greg_gage_electrical_experiments_with_plants_that_count_and_communicate
How Africa can use its traditional knowledge to make progress,Chika Ezeanya-Esiobu,August 2017,1200000,38000,https://ted.com/talks/chika_ezeanya_esiobu_how_africa_can_use_its_traditional_knowledge_to_make_progress
How to seek truth in the era of fake news,Christiane Amanpour,September 2017,1600000,50000,https://ted.com/talks/christiane_amanpour_how_to_seek_truth_in_the_era_of_fake_news
A global food crisis may be less than a decade away,Sara Menker,August 2017,1700000,53000,https://ted.com/talks/sara_menker_a_global_food_crisis_may_be_less_than_a_decade_away
Don't suffer from your depression in silence,Nikki Webber Allen,June 2017,2600000,78000,https://ted.com/talks/nikki_webber_allen_don_t_suffer_from_your_depression_in_silence
"Mind-blowing, magnified portraits of insects",Levon Biss,April 2017,1200000,38000,https://ted.com/talks/levon_biss_mind_blowing_magnified_portraits_of_insects
The magic of Khmer classical dance,Prumsodun Ok,April 2017,1700000,51000,https://ted.com/talks/prumsodun_ok_the_magic_of_khmer_classical_dance
How LIGO discovered gravitational waves — and what might be next,Gabriela González,April 2017,556000,16000,https://ted.com/talks/gabriela_gonzalez_how_ligo_discovered_gravitational_waves_and_what_might_be_next
Lessons from the longest study on human development,Helen Pearson,April 2017,2700000,81000,https://ted.com/talks/helen_pearson_lessons_from_the_longest_study_on_human_development
What I learned as a prisoner in North Korea,Euna Lee,October 2016,4500000,135000,https://ted.com/talks/euna_lee_what_i_learned_as_a_prisoner_in_north_korea
The warmth and wisdom of mud buildings,Anna Heringer,April 2017,1100000,35000,https://ted.com/talks/anna_heringer_the_warmth_and_wisdom_of_mud_buildings
Future tech will give you the benefits of city life anywhere,Julio Gil,July 2017,1400000,42000,https://ted.com/talks/julio_gil_future_tech_will_give_you_the_benefits_of_city_life_anywhere
Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,August 2017,1100000,35000,https://ted.com/talks/nabila_alibhai_why_people_of_different_faiths_are_painting_their_houses_of_worship_yellow
The fascinating secret lives of giant clams,Mei Lin Neo,April 2017,1300000,39000,https://ted.com/talks/mei_lin_neo_the_fascinating_secret_lives_of_giant_clams
The boost students need to overcome obstacles,Anindya Kundu,June 2017,2500000,77000,https://ted.com/talks/anindya_kundu_the_boost_students_need_to_overcome_obstacles
How a video game might help us build better cities,Karoliina Korppoo,April 2017,1500000,45000,https://ted.com/talks/karoliina_korppoo_how_a_video_game_might_help_us_build_better_cities
A Black man goes undercover in the alt-right,Theo E.J. Wilson,July 2017,4600000,138000,https://ted.com/talks/theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right
What intelligent machines can learn from a school of fish,Radhika Nagpal,April 2017,1300000,39000,https://ted.com/talks/radhika_nagpal_what_intelligent_machines_can_learn_from_a_school_of_fish
The most Martian place on Earth,Armando Azua-Bustos,April 2017,1200000,36000,https://ted.com/talks/armando_azua_bustos_the_most_martian_place_on_earth
What we're missing in the debate about immigration,Duarte Geraldino,June 2017,1200000,36000,https://ted.com/talks/duarte_geraldino_what_we_re_missing_in_the_debate_about_immigration
Why Africa must become a center of knowledge again,Olúfẹ́mi Táíwò,August 2017,1100000,35000,https://ted.com/talks/oluf_mi_taiwo_why_africa_must_become_a_center_of_knowledge_again
How digital DNA could help you make better health choices,Jun Wang,April 2017,1300000,39000,https://ted.com/talks/jun_wang_how_digital_dna_could_help_you_make_better_health_choices
Living sculptures that stand for history's truths,Sethembile Msezane,August 2017,1200000,36000,https://ted.com/talks/sethembile_msezane_living_sculptures_that_stand_for_history_s_truths
The fascinating physics of everyday life,Helen Czerski,February 2017,1700000,53000,https://ted.com/talks/helen_czerski_the_fascinating_physics_of_everyday_life
The real reason manufacturing jobs are disappearing,Augie Picado,July 2017,1800000,55000,https://ted.com/talks/augie_picado_the_real_reason_manufacturing_jobs_are_disappearing
The hidden messages in multiplication,Uma Adwani,July 2017,159000,4700,https://ted.com/talks/uma_adwani_the_hidden_messages_in_multiplication
Can we design cities for happiness?,Thomas Madrecki,July 2017,16000,486,https://ted.com/talks/thomas_madrecki_can_we_design_cities_for_happiness
How a truck driver sees and saves people on America's highways,John McKown,July 2017,9300,281,https://ted.com/talks/john_mckown_how_a_truck_driver_sees_and_saves_people_on_america_s_highways
Art and awe as healing,Jennifer Allison,July 2017,20000,624,https://ted.com/talks/jennifer_allison_art_and_awe_as_healing
Lessons from a former Air Force pilot on counterintuitive thinking,Jeff Kozak,July 2017,15000,461,https://ted.com/talks/jeff_kozak_lessons_from_a_former_air_force_pilot_on_counterintuitive_thinking
What businesses can learn from refugee communities,Christine Thach,July 2017,6800,205,https://ted.com/talks/christine_thach_what_businesses_can_learn_from_refugee_communities
A mandolin master's tribute to keeping your day job,Johnny Staats,September 2015,19000,594,https://ted.com/talks/johnny_staats_a_mandolin_master_s_tribute_to_keeping_your_day_job
Why we need to pay attention to Chinese millennials,Sebastian Guo,July 2017,28000,865,https://ted.com/talks/sebastian_guo_why_we_need_to_pay_attention_to_chinese_millennials
A forgotten ancient grain that could help Africa prosper,Pierre Thiam,August 2017,1200000,37000,https://ted.com/talks/pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper
What really motivates people to be honest in business,Alexander Wagner,November 2016,1800000,55000,https://ted.com/talks/alexander_wagner_what_really_motivates_people_to_be_honest_in_business
There's more to life than being happy,Emily Esfahani Smith,April 2017,11000000,357000,https://ted.com/talks/emily_esfahani_smith_there_s_more_to_life_than_being_happy
How our friendship survives our opposing politics,Caitlin Quattromani and Lauran Arledge,July 2017,1200000,36000,https://ted.com/talks/caitlin_quattromani_and_lauran_arledge_how_our_friendship_survives_our_opposing_politics
Who belongs in a city?,OluTimehin Adegbeye,August 2017,2500000,75000,https://ted.com/talks/olutimehin_adegbeye_who_belongs_in_a_city
What it feels like to see Earth from space,Benjamin Grant,April 2017,1400000,43000,https://ted.com/talks/benjamin_grant_what_it_feels_like_to_see_earth_from_space
Would you live in a floating city in the sky?,Tomás Saraceno,April 2017,722000,21000,https://ted.com/talks/tomas_saraceno_would_you_live_in_a_floating_city_in_the_sky
How to build a company where the best ideas win,Ray Dalio,April 2017,4000000,120000,https://ted.com/talks/ray_dalio_how_to_build_a_company_where_the_best_ideas_win
How young people join violent extremist groups — and how to stop them,Erin Marie Saltman,June 2016,1200000,38000,https://ted.com/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them
A smog vacuum cleaner and other magical city designs,Daan Roosegaarde,April 2017,1100000,35000,https://ted.com/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs
Dare to refuse the origin myths that claim who you are,Chetan Bhatt,April 2015,1400000,43000,https://ted.com/talks/chetan_bhatt_dare_to_refuse_the_origin_myths_that_claim_who_you_are
How your pictures can help reclaim lost history,Chance Coughenour,June 2016,1000000,30000,https://ted.com/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history
How the US government spies on people who protest — including you,Jennifer Granick,April 2017,1300000,39000,https://ted.com/talks/jennifer_granick_how_the_us_government_spies_on_people_who_protest_including_you
